odooVersionKey,sourcePdmVersionKey,odooProductId,sourceDocumentId,revision,defaultCode,lifecycleState,isCurrent,effectiveDate,standardPrice
ODOO-VER-000008-004,8-4,ODOO-PROD-000008,8,4,TEMP171669,released,FALSE,2024-03-09,18.40
ODOO-VER-000008-005,8-5,ODOO-PROD-000008,8,5,TEMP171669,released,TRUE,2024-03-12,18.50
ODOO-VER-000009-001,9-1,ODOO-PROD-000009,9,1,TEMP160360,released,FALSE,2024-03-07,19.10
ODOO-VER-000009-002,9-2,ODOO-PROD-000009,9,2,TEMP160360,released,FALSE,2024-03-10,19.20
ODOO-VER-000009-003,9-3,ODOO-PROD-000009,9,3,TEMP160360,released,FALSE,2024-03-13,19.30
ODOO-VER-000009-004,9-4,ODOO-PROD-000009,9,4,TEMP160360,released,FALSE,2024-03-16,19.40
ODOO-VER-000009-005,9-5,ODOO-PROD-000009,9,5,TEMP160360,released,TRUE,2024-03-19,19.50
ODOO-VER-000010-001,10-1,ODOO-PROD-000010,10,1,TEMP154255,released,FALSE,2024-03-14,20.10
ODOO-VER-000010-002,10-2,ODOO-PROD-000010,10,2,TEMP154255,released,FALSE,2024-03-17,20.20
ODOO-VER-000010-003,10-3,ODOO-PROD-000010,10,3,TEMP154255,released,FALSE,2024-03-20,20.30
ODOO-VER-000010-004,10-4,ODOO-PROD-000010,10,4,TEMP154255,released,FALSE,2024-03-23,20.40
ODOO-VER-000010-005,10-5,ODOO-PROD-000010,10,5,TEMP154255,released,FALSE,2024-03-26,20.50
ODOO-VER-000010-006,10-6,ODOO-PROD-000010,10,6,TEMP154255,released,FALSE,2024-03-29,20.60
ODOO-VER-000010-007,10-7,ODOO-PROD-000010,10,7,TEMP154255,released,FALSE,2024-04-01,20.70
ODOO-VER-000010-008,10-8,ODOO-PROD-000010,10,8,TEMP154255,released,TRUE,2024-04-04,20.80
ODOO-VER-000011-001,11-1,ODOO-PROD-000011,11,1,TEMP79360,in_review,FALSE,2024-03-21,21.10
ODOO-VER-000011-002,11-2,ODOO-PROD-000011,11,2,TEMP79360,in_review,FALSE,2024-03-24,21.20
ODOO-VER-000011-003,11-3,ODOO-PROD-000011,11,3,TEMP79360,in_review,FALSE,2024-03-27,21.30
ODOO-VER-000011-004,11-4,ODOO-PROD-000011,11,4,TEMP79360,in_review,TRUE,2024-03-30,21.40
ODOO-VER-000012-001,12-1,ODOO-PROD-000012,12,1,TEMP75793,released,FALSE,2024-03-28,22.10
ODOO-VER-000012-002,12-2,ODOO-PROD-000012,12,2,TEMP75793,released,FALSE,2024-03-31,22.20
ODOO-VER-000012-003,12-3,ODOO-PROD-000012,12,3,TEMP75793,released,FALSE,2024-04-03,22.30
ODOO-VER-000012-004,12-4,ODOO-PROD-000012,12,4,TEMP75793,released,FALSE,2024-04-06,22.40
ODOO-VER-000012-005,12-5,ODOO-PROD-000012,12,5,TEMP75793,released,FALSE,2024-04-09,22.50
ODOO-VER-000012-006,12-6,ODOO-PROD-000012,12,6,TEMP75793,released,TRUE,2024-04-12,22.60
ODOO-VER-000013-001,13-1,ODOO-PROD-000013,13,1,HEX NUT GRADEC_ISO,released,FALSE,2024-04-04,23.10
ODOO-VER-000013-002,13-2,ODOO-PROD-000013,13,2,HEX NUT GRADEC_ISO,released,FALSE,2024-04-07,23.20
ODOO-VER-000013-003,13-3,ODOO-PROD-000013,13,3,HEX NUT GRADEC_ISO,released,FALSE,2024-04-10,23.30
ODOO-VER-000013-004,13-4,ODOO-PROD-000013,13,4,HEX NUT GRADEC_ISO,released,FALSE,2024-04-13,23.40
ODOO-VER-000013-005,13-5,ODOO-PROD-000013,13,5,HEX NUT GRADEC_ISO,released,FALSE,2024-04-16,23.50
ODOO-VER-000013-006,13-6,ODOO-PROD-000013,13,6,HEX NUT GRADEC_ISO,released,FALSE,2024-04-19,23.60
ODOO-VER-000013-007,13-7,ODOO-PROD-000013,13,7,HEX NUT GRADEC_ISO,released,FALSE,2024-04-22,23.70
ODOO-VER-000013-008,13-8,ODOO-PROD-000013,13,8,HEX NUT GRADEC_ISO,released,FALSE,2024-04-25,23.80
ODOO-VER-000013-009,13-9,ODOO-PROD-000013,13,9,HEX NUT GRADEC_ISO,released,FALSE,2024-04-28,23.90
ODOO-VER-000013-010,13-10,ODOO-PROD-000013,13,10,HEX NUT GRADEC_ISO,released,TRUE,2024-05-01,24.00
ODOO-VER-000014-001,14-1,ODOO-PROD-000014,14,1,200104,in_review,FALSE,2024-04-11,24.10
ODOO-VER-000014-002,14-2,ODOO-PROD-000014,14,2,200104,in_review,FALSE,2024-04-14,24.20
ODOO-VER-000014-003,14-3,ODOO-PROD-000014,14,3,200104,in_review,FALSE,2024-04-17,24.30
ODOO-VER-000014-004,14-4,ODOO-PROD-000014,14,4,200104,in_review,FALSE,2024-04-20,24.40
ODOO-VER-000014-005,14-5,ODOO-PROD-000014,14,5,200104,in_review,FALSE,2024-04-23,24.50
ODOO-VER-000014-006,14-6,ODOO-PROD-000014,14,6,200104,in_review,FALSE,2024-04-26,24.60
ODOO-VER-000014-025,14-25,ODOO-PROD-000014,14,25,200104,in_review,FALSE,2024-06-22,24.80
ODOO-VER-000014-026,14-26,ODOO-PROD-000014,14,26,200104,in_review,TRUE,2024-06-25,24.90
ODOO-VER-000014-019,14-19,ODOO-PROD-000014,14,19,200104,in_review,FALSE,2024-06-04,24.20
ODOO-VER-000014-020,14-20,ODOO-PROD-000014,14,20,200104,in_review,FALSE,2024-06-07,24.30
ODOO-VER-000014-021,14-21,ODOO-PROD-000014,14,21,200104,in_review,FALSE,2024-06-10,24.40
ODOO-VER-000014-022,14-22,ODOO-PROD-000014,14,22,200104,in_review,FALSE,2024-06-13,24.50
ODOO-VER-000014-023,14-23,ODOO-PROD-000014,14,23,200104,in_review,FALSE,2024-06-16,24.60
ODOO-VER-000014-024,14-24,ODOO-PROD-000014,14,24,200104,in_review,FALSE,2024-06-19,24.70
ODOO-VER-000014-013,14-13,ODOO-PROD-000014,14,13,200104,in_review,FALSE,2024-05-17,25.30
ODOO-VER-000014-014,14-14,ODOO-PROD-000014,14,14,200104,in_review,FALSE,2024-05-20,25.40
ODOO-VER-000014-015,14-15,ODOO-PROD-000014,14,15,200104,in_review,FALSE,2024-05-23,25.50
ODOO-VER-000014-016,14-16,ODOO-PROD-000014,14,16,200104,in_review,FALSE,2024-05-26,25.60
ODOO-VER-000014-017,14-17,ODOO-PROD-000014,14,17,200104,in_review,FALSE,2024-05-29,24.00
ODOO-VER-000014-018,14-18,ODOO-PROD-000014,14,18,200104,in_review,FALSE,2024-06-01,24.10
ODOO-VER-000014-007,14-7,ODOO-PROD-000014,14,7,200104,in_review,FALSE,2024-04-29,24.70
ODOO-VER-000014-008,14-8,ODOO-PROD-000014,14,8,200104,in_review,FALSE,2024-05-02,24.80
ODOO-VER-000014-009,14-9,ODOO-PROD-000014,14,9,200104,in_review,FALSE,2024-05-05,24.90
ODOO-VER-000014-010,14-10,ODOO-PROD-000014,14,10,200104,in_review,FALSE,2024-05-08,25.00
ODOO-VER-000014-011,14-11,ODOO-PROD-000014,14,11,200104,in_review,FALSE,2024-05-11,25.10
ODOO-VER-000014-012,14-12,ODOO-PROD-000014,14,12,200104,in_review,FALSE,2024-05-14,25.20
ODOO-VER-000015-001,15-1,ODOO-PROD-000015,15,1,200069,released,FALSE,2024-04-18,25.10
ODOO-VER-000015-032,15-32,ODOO-PROD-000015,15,32,200069,released,TRUE,2024-07-20,26.50
ODOO-VER-000015-026,15-26,ODOO-PROD-000015,15,26,200069,released,FALSE,2024-07-02,25.90
ODOO-VER-000015-027,15-27,ODOO-PROD-000015,15,27,200069,released,FALSE,2024-07-05,26.00
ODOO-VER-000015-028,15-28,ODOO-PROD-000015,15,28,200069,released,FALSE,2024-07-08,26.10
ODOO-VER-000015-029,15-29,ODOO-PROD-000015,15,29,200069,released,FALSE,2024-07-11,26.20
ODOO-VER-000015-030,15-30,ODOO-PROD-000015,15,30,200069,released,FALSE,2024-07-14,26.30
ODOO-VER-000015-031,15-31,ODOO-PROD-000015,15,31,200069,released,FALSE,2024-07-17,26.40
ODOO-VER-000015-020,15-20,ODOO-PROD-000015,15,20,200069,released,FALSE,2024-06-14,25.30
ODOO-VER-000015-021,15-21,ODOO-PROD-000015,15,21,200069,released,FALSE,2024-06-17,25.40
ODOO-VER-000015-022,15-22,ODOO-PROD-000015,15,22,200069,released,FALSE,2024-06-20,25.50
ODOO-VER-000015-023,15-23,ODOO-PROD-000015,15,23,200069,released,FALSE,2024-06-23,25.60
ODOO-VER-000015-024,15-24,ODOO-PROD-000015,15,24,200069,released,FALSE,2024-06-26,25.70
ODOO-VER-000015-025,15-25,ODOO-PROD-000015,15,25,200069,released,FALSE,2024-06-29,25.80
ODOO-VER-000015-014,15-14,ODOO-PROD-000015,15,14,200069,released,FALSE,2024-05-27,26.40
ODOO-VER-000015-015,15-15,ODOO-PROD-000015,15,15,200069,released,FALSE,2024-05-30,26.50
ODOO-VER-000015-016,15-16,ODOO-PROD-000015,15,16,200069,released,FALSE,2024-06-02,26.60
ODOO-VER-000015-017,15-17,ODOO-PROD-000015,15,17,200069,released,FALSE,2024-06-05,25.00
ODOO-VER-000015-018,15-18,ODOO-PROD-000015,15,18,200069,released,FALSE,2024-06-08,25.10
ODOO-VER-000015-019,15-19,ODOO-PROD-000015,15,19,200069,released,FALSE,2024-06-11,25.20
ODOO-VER-000015-008,15-8,ODOO-PROD-000015,15,8,200069,released,FALSE,2024-05-09,25.80
ODOO-VER-000015-009,15-9,ODOO-PROD-000015,15,9,200069,released,FALSE,2024-05-12,25.90
ODOO-VER-000015-010,15-10,ODOO-PROD-000015,15,10,200069,released,FALSE,2024-05-15,26.00
ODOO-VER-000015-011,15-11,ODOO-PROD-000015,15,11,200069,released,FALSE,2024-05-18,26.10
ODOO-VER-000015-012,15-12,ODOO-PROD-000015,15,12,200069,released,FALSE,2024-05-21,26.20
ODOO-VER-000015-013,15-13,ODOO-PROD-000015,15,13,200069,released,FALSE,2024-05-24,26.30
ODOO-VER-000015-002,15-2,ODOO-PROD-000015,15,2,200069,released,FALSE,2024-04-21,25.20
ODOO-VER-000015-003,15-3,ODOO-PROD-000015,15,3,200069,released,FALSE,2024-04-24,25.30
ODOO-VER-000015-004,15-4,ODOO-PROD-000015,15,4,200069,released,FALSE,2024-04-27,25.40
ODOO-VER-000015-005,15-5,ODOO-PROD-000015,15,5,200069,released,FALSE,2024-04-30,25.50
ODOO-VER-000015-006,15-6,ODOO-PROD-000015,15,6,200069,released,FALSE,2024-05-03,25.60
ODOO-VER-000015-007,15-7,ODOO-PROD-000015,15,7,200069,released,FALSE,2024-05-06,25.70
ODOO-VER-001022-001,1022-1,ODOO-PROD-001022,1022,1,200081,released,FALSE,2024-06-06,62.10
ODOO-VER-001022-002,1022-2,ODOO-PROD-001022,1022,2,200081,released,TRUE,2024-06-09,62.20
ODOO-VER-001023-001,1023-1,ODOO-PROD-001023,1023,1,200108,in_review,FALSE,2024-06-13,63.10
ODOO-VER-001023-002,1023-2,ODOO-PROD-001023,1023,2,200108,in_review,FALSE,2024-06-16,63.20
ODOO-VER-001023-003,1023-3,ODOO-PROD-001023,1023,3,200108,in_review,FALSE,2024-06-19,63.30
ODOO-VER-001023-004,1023-4,ODOO-PROD-001023,1023,4,200108,in_review,TRUE,2024-06-22,63.40
ODOO-VER-001024-001,1024-1,ODOO-PROD-001024,1024,1,COPY OF 200080,in_review,TRUE,2024-06-20,64.10
ODOO-VER-001025-001,1025-1,ODOO-PROD-001025,1025,1,200106,released,FALSE,2024-06-27,65.10
ODOO-VER-001025-002,1025-2,ODOO-PROD-001025,1025,2,200106,released,FALSE,2024-06-30,65.20
ODOO-VER-001025-003,1025-3,ODOO-PROD-001025,1025,3,200106,released,FALSE,2024-07-03,65.30
ODOO-VER-001025-004,1025-4,ODOO-PROD-001025,1025,4,200106,released,FALSE,2024-07-06,65.40
ODOO-VER-001025-005,1025-5,ODOO-PROD-001025,1025,5,200106,released,FALSE,2024-07-09,65.50
ODOO-VER-001025-006,1025-6,ODOO-PROD-001025,1025,6,200106,released,TRUE,2024-07-12,65.60
ODOO-VER-001027-001,1027-1,ODOO-PROD-001027,1027,1,COPY OF TEMP581055,draft,FALSE,2024-07-11,67.10
ODOO-VER-001027-002,1027-2,ODOO-PROD-001027,1027,2,COPY OF TEMP581055,draft,TRUE,2024-07-14,67.20
ODOO-VER-001029-001,1029-1,ODOO-PROD-001029,1029,1,TEST,draft,FALSE,2024-07-25,69.10
ODOO-VER-001029-002,1029-2,ODOO-PROD-001029,1029,2,TEST,draft,FALSE,2024-07-28,69.20
ODOO-VER-001029-003,1029-3,ODOO-PROD-001029,1029,3,TEST,draft,FALSE,2024-07-31,69.30
ODOO-VER-001029-004,1029-4,ODOO-PROD-001029,1029,4,TEST,draft,TRUE,2024-08-03,69.40
ODOO-VER-001030-001,1030-1,ODOO-PROD-001030,1030,1,COPY OF TEST,released,FALSE,2024-08-01,70.10
ODOO-VER-001030-002,1030-2,ODOO-PROD-001030,1030,2,COPY OF TEST,released,FALSE,2024-08-04,70.20
ODOO-VER-001030-003,1030-3,ODOO-PROD-001030,1030,3,COPY OF TEST,released,TRUE,2024-08-07,70.30
ODOO-VER-001031-001,1031-1,ODOO-PROD-001031,1031,1,COPY OF COPY OF TEST,in_review,FALSE,2024-08-08,71.10
ODOO-VER-001031-002,1031-2,ODOO-PROD-001031,1031,2,COPY OF COPY OF TEST,in_review,FALSE,2024-08-11,71.20
ODOO-VER-001031-003,1031-3,ODOO-PROD-001031,1031,3,COPY OF COPY OF TEST,in_review,TRUE,2024-08-14,71.30
ODOO-VER-001032-001,1032-1,ODOO-PROD-001032,1032,1,210875,released,FALSE,2024-08-15,72.10
ODOO-VER-001032-002,1032-2,ODOO-PROD-001032,1032,2,210875,released,FALSE,2024-08-18,72.20
ODOO-VER-001032-003,1032-3,ODOO-PROD-001032,1032,3,210875,released,FALSE,2024-08-21,72.30
ODOO-VER-001032-004,1032-4,ODOO-PROD-001032,1032,4,210875,released,FALSE,2024-08-24,72.40
ODOO-VER-001032-005,1032-5,ODOO-PROD-001032,1032,5,210875,released,FALSE,2024-08-27,72.50
ODOO-VER-001032-006,1032-6,ODOO-PROD-001032,1032,6,210875,released,FALSE,2024-08-30,72.60
ODOO-VER-001032-007,1032-7,ODOO-PROD-001032,1032,7,210875,released,TRUE,2024-09-02,72.70
ODOO-VER-001033-001,1033-1,ODOO-PROD-001033,1033,1,COPY OF COPY (2) OF COPY OF TEST,in_review,FALSE,2024-08-22,73.10
ODOO-VER-001033-002,1033-2,ODOO-PROD-001033,1033,2,COPY OF COPY (2) OF COPY OF TEST,in_review,FALSE,2024-08-25,73.20
ODOO-VER-001033-003,1033-3,ODOO-PROD-001033,1033,3,COPY OF COPY (2) OF COPY OF TEST,in_review,TRUE,2024-08-28,73.30
ODOO-VER-001034-001,1034-1,ODOO-PROD-001034,1034,1,COPY OF COPY OF COPY (2) OF COPY OF TEST,in_review,FALSE,2024-08-29,74.10
ODOO-VER-001034-002,1034-2,ODOO-PROD-001034,1034,2,COPY OF COPY OF COPY (2) OF COPY OF TEST,in_review,FALSE,2024-09-01,74.20
ODOO-VER-001034-003,1034-3,ODOO-PROD-001034,1034,3,COPY OF COPY OF COPY (2) OF COPY OF TEST,in_review,TRUE,2024-09-04,74.30
ODOO-VER-001035-001,1035-1,ODOO-PROD-001035,1035,1,COPY OF COPY OF COPY OF COPY (2) OF COPY OF TEST,in_review,FALSE,2024-09-05,75.10
ODOO-VER-001035-002,1035-2,ODOO-PROD-001035,1035,2,COPY OF COPY OF COPY OF COPY (2) OF COPY OF TEST,in_review,FALSE,2024-09-08,75.20
ODOO-VER-001035-003,1035-3,ODOO-PROD-001035,1035,3,COPY OF COPY OF COPY OF COPY (2) OF COPY OF TEST,in_review,TRUE,2024-09-11,75.30
ODOO-VER-001036-001,1036-1,ODOO-PROD-001036,1036,1,COPY (2) OF TEMP581055,in_review,FALSE,2024-09-12,76.10
ODOO-VER-001036-002,1036-2,ODOO-PROD-001036,1036,2,COPY (2) OF TEMP581055,in_review,FALSE,2024-09-15,76.20
ODOO-VER-001036-003,1036-3,ODOO-PROD-001036,1036,3,COPY (2) OF TEMP581055,in_review,FALSE,2024-09-18,76.30
ODOO-VER-001036-004,1036-4,ODOO-PROD-001036,1036,4,COPY (2) OF TEMP581055,in_review,FALSE,2024-09-21,76.40
ODOO-VER-001036-005,1036-5,ODOO-PROD-001036,1036,5,COPY (2) OF TEMP581055,in_review,FALSE,2024-09-24,76.50
ODOO-VER-001036-006,1036-6,ODOO-PROD-001036,1036,6,COPY (2) OF TEMP581055,in_review,TRUE,2024-09-27,76.60
ODOO-VER-001038-001,1038-1,ODOO-PROD-001038,1038,1,COPY (2) OF COPY OF COPY OF COPY (2) OF COPY OF TEST,draft,FALSE,2024-09-26,78.10
ODOO-VER-001038-002,1038-2,ODOO-PROD-001038,1038,2,COPY (2) OF COPY OF COPY OF COPY (2) OF COPY OF TEST,draft,TRUE,2024-09-29,78.20
ODOO-VER-001039-001,1039-1,ODOO-PROD-001039,1039,1,COPY (2) OF COPY (2) OF COPY OF TEST,in_review,FALSE,2024-10-03,79.10
ODOO-VER-001039-002,1039-2,ODOO-PROD-001039,1039,2,COPY (2) OF COPY (2) OF COPY OF TEST,in_review,FALSE,2024-10-06,79.20
ODOO-VER-001039-003,1039-3,ODOO-PROD-001039,1039,3,COPY (2) OF COPY (2) OF COPY OF TEST,in_review,TRUE,2024-10-09,79.30
ODOO-VER-001040-001,1040-1,ODOO-PROD-001040,1040,1,COPY OF 200108,in_review,FALSE,2024-10-10,80.10
ODOO-VER-001040-002,1040-2,ODOO-PROD-001040,1040,2,COPY OF 200108,in_review,FALSE,2024-10-13,80.20
ODOO-VER-001040-003,1040-3,ODOO-PROD-001040,1040,3,COPY OF 200108,in_review,TRUE,2024-10-16,80.30
ODOO-VER-001041-001,1041-1,ODOO-PROD-001041,1041,1,COPY (2) OF 200108,draft,FALSE,2024-10-17,81.10
ODOO-VER-001041-002,1041-2,ODOO-PROD-001041,1041,2,COPY (2) OF 200108,draft,FALSE,2024-10-20,81.20
ODOO-VER-001041-003,1041-3,ODOO-PROD-001041,1041,3,COPY (2) OF 200108,draft,FALSE,2024-10-23,81.30
ODOO-VER-001041-004,1041-4,ODOO-PROD-001041,1041,4,COPY (2) OF 200108,draft,FALSE,2024-10-26,81.40
ODOO-VER-001041-005,1041-5,ODOO-PROD-001041,1041,5,COPY (2) OF 200108,draft,TRUE,2024-10-29,81.50
ODOO-VER-001042-001,1042-1,ODOO-PROD-001042,1042,1,200186,in_review,FALSE,2024-10-24,82.10
ODOO-VER-001042-002,1042-2,ODOO-PROD-001042,1042,2,200186,in_review,FALSE,2024-10-27,82.20
ODOO-VER-001042-003,1042-3,ODOO-PROD-001042,1042,3,200186,in_review,TRUE,2024-10-30,82.30
ODOO-VER-001043-001,1043-1,ODOO-PROD-001043,1043,1,COPY OF 200106,draft,TRUE,2024-10-31,83.10
ODOO-VER-001044-001,1044-1,ODOO-PROD-001044,1044,1,200187,in_review,FALSE,2024-11-07,84.10
ODOO-VER-001044-002,1044-2,ODOO-PROD-001044,1044,2,200187,in_review,FALSE,2024-11-10,84.20
ODOO-VER-001044-003,1044-3,ODOO-PROD-001044,1044,3,200187,in_review,TRUE,2024-11-13,84.30
ODOO-VER-002043-001,2043-1,ODOO-PROD-002043,2043,1,210873,in_review,FALSE,2024-10-31,16.10
ODOO-VER-002043-002,2043-2,ODOO-PROD-002043,2043,2,210873,in_review,FALSE,2024-11-03,16.20
ODOO-VER-002043-003,2043-3,ODOO-PROD-002043,2043,3,210873,in_review,FALSE,2024-11-06,16.30
ODOO-VER-002043-004,2043-4,ODOO-PROD-002043,2043,4,210873,in_review,FALSE,2024-11-09,16.40
ODOO-VER-002043-005,2043-5,ODOO-PROD-002043,2043,5,210873,in_review,FALSE,2024-11-12,16.50
ODOO-VER-002043-006,2043-6,ODOO-PROD-002043,2043,6,210873,in_review,FALSE,2024-11-15,16.60
ODOO-VER-002043-019,2043-19,ODOO-PROD-002043,2043,19,210873,in_review,FALSE,2024-12-24,16.20
ODOO-VER-002043-020,2043-20,ODOO-PROD-002043,2043,20,210873,in_review,FALSE,2024-12-27,16.30
ODOO-VER-002043-021,2043-21,ODOO-PROD-002043,2043,21,210873,in_review,TRUE,2024-12-30,16.40
ODOO-VER-002043-013,2043-13,ODOO-PROD-002043,2043,13,210873,in_review,FALSE,2024-12-06,17.30
ODOO-VER-002043-014,2043-14,ODOO-PROD-002043,2043,14,210873,in_review,FALSE,2024-12-09,17.40
ODOO-VER-002043-015,2043-15,ODOO-PROD-002043,2043,15,210873,in_review,FALSE,2024-12-12,17.50
ODOO-VER-002043-016,2043-16,ODOO-PROD-002043,2043,16,210873,in_review,FALSE,2024-12-15,17.60
