documentId,fileName,isLatest,pdmVersionKey,projectPath,revision,lifecycleState,workflow
13,hex nut gradec_iso.sldprt,FALSE,13-2,\PROJECTS\,2,MFG,Alligator CAD
13,hex nut gradec_iso.sldprt,FALSE,13-3,\PROJECTS\,3,MFG,Alligator CAD
13,hex nut gradec_iso.sldprt,FALSE,13-4,\PROJECTS\,4,MFG,Alligator CAD
13,hex nut gradec_iso.sldprt,FALSE,13-5,\PROJECTS\,5,MFG,Alligator CAD
13,hex nut gradec_iso.sldprt,FALSE,13-6,\PROJECTS\,6,MFG,Alligator CAD
13,hex nut gradec_iso.sldprt,FALSE,13-7,\PROJECTS\,7,MFG,Alligator CAD
13,hex nut gradec_iso.sldprt,FALSE,13-8,\PROJECTS\,8,MFG,Alligator CAD
13,hex nut gradec_iso.sldprt,FALSE,13-9,\PROJECTS\,9,MFG,Alligator CAD
13,hex nut gradec_iso.sldprt,TRUE,13-10,\PROJECTS\,10,MFG,Alligator CAD
14,200104.SLDASM,FALSE,14-1,\PROJECTS\,1,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-2,\PROJECTS\,2,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-3,\PROJECTS\,3,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-4,\PROJECTS\,4,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-5,\PROJECTS\,5,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-6,\PROJECTS\,6,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-25,\PROJECTS\,25,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,TRUE,14-26,\PROJECTS\,26,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-19,\PROJECTS\,19,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-20,\PROJECTS\,20,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-21,\PROJECTS\,21,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-22,\PROJECTS\,22,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-23,\PROJECTS\,23,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-24,\PROJECTS\,24,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-13,\PROJECTS\,13,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-14,\PROJECTS\,14,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-15,\PROJECTS\,15,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-16,\PROJECTS\,16,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-17,\PROJECTS\,17,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-18,\PROJECTS\,18,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-7,\PROJECTS\,7,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-8,\PROJECTS\,8,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-9,\PROJECTS\,9,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-10,\PROJECTS\,10,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-11,\PROJECTS\,11,ECN waiting for Approval,Alligator CAD
14,200104.SLDASM,FALSE,14-12,\PROJECTS\,12,ECN waiting for Approval,Alligator CAD
15,200069.SLDASM,FALSE,15-1,\PROJECTS\,1,Concept Approved,Alligator CAD
15,200069.SLDASM,TRUE,15-32,\PROJECTS\,32,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-26,\PROJECTS\,26,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-27,\PROJECTS\,27,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-28,\PROJECTS\,28,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-29,\PROJECTS\,29,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-30,\PROJECTS\,30,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-31,\PROJECTS\,31,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-20,\PROJECTS\,20,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-21,\PROJECTS\,21,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-22,\PROJECTS\,22,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-23,\PROJECTS\,23,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-24,\PROJECTS\,24,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-25,\PROJECTS\,25,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-14,\PROJECTS\,14,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-15,\PROJECTS\,15,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-16,\PROJECTS\,16,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-17,\PROJECTS\,17,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-18,\PROJECTS\,18,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-19,\PROJECTS\,19,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-8,\PROJECTS\,8,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-9,\PROJECTS\,9,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-10,\PROJECTS\,10,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-11,\PROJECTS\,11,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-12,\PROJECTS\,12,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-13,\PROJECTS\,13,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-2,\PROJECTS\,2,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-3,\PROJECTS\,3,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-4,\PROJECTS\,4,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-5,\PROJECTS\,5,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-6,\PROJECTS\,6,Concept Approved,Alligator CAD
15,200069.SLDASM,FALSE,15-7,\PROJECTS\,7,Concept Approved,Alligator CAD
1022,200081.SLDASM,FALSE,1022-1,\PROJECTS\,1,MFG,Alligator CAD
1022,200081.SLDASM,TRUE,1022-2,\PROJECTS\,2,MFG,Alligator CAD
1023,200108.SLDASM,FALSE,1023-1,\PROJECTS\,1,Under Detailing,Alligator CAD
1023,200108.SLDASM,FALSE,1023-2,\PROJECTS\,2,Under Detailing,Alligator CAD
1023,200108.SLDASM,FALSE,1023-3,\PROJECTS\,3,Under Detailing,Alligator CAD
1023,200108.SLDASM,TRUE,1023-4,\PROJECTS\,4,Under Detailing,Alligator CAD
1024,Copy of 200080.SLDASM,TRUE,1024-1,\PROJECTS\,1,Waiting for Approval,Alligator CAD
1025,200106.SLDASM,FALSE,1025-1,\PROJECTS\,1,MFG,Alligator CAD
1025,200106.SLDASM,FALSE,1025-2,\PROJECTS\,2,MFG,Alligator CAD
1025,200106.SLDASM,FALSE,1025-3,\PROJECTS\,3,MFG,Alligator CAD
1025,200106.SLDASM,FALSE,1025-4,\PROJECTS\,4,MFG,Alligator CAD
1025,200106.SLDASM,FALSE,1025-5,\PROJECTS\,5,MFG,Alligator CAD
1025,200106.SLDASM,TRUE,1025-6,\PROJECTS\,6,MFG,Alligator CAD
1027,Copy of Temp581055.sldprt,FALSE,1027-1,\PROJECTS\,1,Project Under Design,Alligator CAD
1027,Copy of Temp581055.sldprt,TRUE,1027-2,\PROJECTS\,2,Project Under Design,Alligator CAD
1029,test.sldprt,FALSE,1029-1,\PROJECTS\,1,Project Under Design,Alligator CAD
1029,test.sldprt,FALSE,1029-2,\PROJECTS\,2,Project Under Design,Alligator CAD
1029,test.sldprt,FALSE,1029-3,\PROJECTS\,3,Project Under Design,Alligator CAD
1029,test.sldprt,TRUE,1029-4,\PROJECTS\,4,Project Under Design,Alligator CAD
1030,Copy of test.sldprt,FALSE,1030-1,\PROJECTS\,1,MFG,Alligator CAD
1030,Copy of test.sldprt,FALSE,1030-2,\PROJECTS\,2,MFG,Alligator CAD
1030,Copy of test.sldprt,TRUE,1030-3,\PROJECTS\,3,MFG,Alligator CAD
1031,Copy of Copy of test.sldprt,FALSE,1031-1,\PROJECTS\,1,Under Detailing,Alligator CAD
1031,Copy of Copy of test.sldprt,FALSE,1031-2,\PROJECTS\,2,Under Detailing,Alligator CAD
1031,Copy of Copy of test.sldprt,TRUE,1031-3,\PROJECTS\,3,Under Detailing,Alligator CAD
1032,210875.sldprt,FALSE,1032-1,\PROJECTS\,1,MFG,Alligator CAD
1032,210875.sldprt,FALSE,1032-2,\PROJECTS\,2,MFG,Alligator CAD
1032,210875.sldprt,FALSE,1032-3,\PROJECTS\,3,MFG,Alligator CAD
1032,210875.sldprt,FALSE,1032-4,\PROJECTS\,4,MFG,Alligator CAD
1032,210875.sldprt,FALSE,1032-5,\PROJECTS\,5,MFG,Alligator CAD
1032,210875.sldprt,FALSE,1032-6,\PROJECTS\,6,MFG,Alligator CAD
1032,210875.sldprt,TRUE,1032-7,\PROJECTS\,7,MFG,Alligator CAD
1033,Copy of Copy (2) of Copy of test.sldprt,FALSE,1033-1,\PROJECTS\,1,Under Detailing,Alligator CAD
1033,Copy of Copy (2) of Copy of test.sldprt,FALSE,1033-2,\PROJECTS\,2,Under Detailing,Alligator CAD
1033,Copy of Copy (2) of Copy of test.sldprt,TRUE,1033-3,\PROJECTS\,3,Under Detailing,Alligator CAD
1034,Copy of Copy of Copy (2) of Copy of test.sldprt,FALSE,1034-1,\PROJECTS\,1,Under Detailing,Alligator CAD
1034,Copy of Copy of Copy (2) of Copy of test.sldprt,FALSE,1034-2,\PROJECTS\,2,Under Detailing,Alligator CAD
1034,Copy of Copy of Copy (2) of Copy of test.sldprt,TRUE,1034-3,\PROJECTS\,3,Under Detailing,Alligator CAD
1035,Copy of Copy of Copy of Copy (2) of Copy of test.sldprt,FALSE,1035-1,\PROJECTS\,1,Waiting for Approval,Alligator CAD
1035,Copy of Copy of Copy of Copy (2) of Copy of test.sldprt,FALSE,1035-2,\PROJECTS\,2,Waiting for Approval,Alligator CAD
1035,Copy of Copy of Copy of Copy (2) of Copy of test.sldprt,TRUE,1035-3,\PROJECTS\,3,Waiting for Approval,Alligator CAD
1036,Copy (2) of Temp581055.sldprt,FALSE,1036-1,\PROJECTS\,1,Under Detailing,Alligator CAD
1036,Copy (2) of Temp581055.sldprt,FALSE,1036-2,\PROJECTS\,2,Under Detailing,Alligator CAD
1036,Copy (2) of Temp581055.sldprt,FALSE,1036-3,\PROJECTS\,3,Under Detailing,Alligator CAD
1036,Copy (2) of Temp581055.sldprt,FALSE,1036-4,\PROJECTS\,4,Under Detailing,Alligator CAD
1036,Copy (2) of Temp581055.sldprt,FALSE,1036-5,\PROJECTS\,5,Under Detailing,Alligator CAD
1036,Copy (2) of Temp581055.sldprt,TRUE,1036-6,\PROJECTS\,6,Under Detailing,Alligator CAD
1038,Copy (2) of Copy of Copy of Copy (2) of Copy of test.sldprt,FALSE,1038-1,\PROJECTS\,1,Project Under Design,Alligator CAD
1038,Copy (2) of Copy of Copy of Copy (2) of Copy of test.sldprt,TRUE,1038-2,\PROJECTS\,2,Project Under Design,Alligator CAD
1039,Copy (2) of Copy (2) of Copy of test.sldprt,FALSE,1039-1,\PROJECTS\,1,Under Detailing,Alligator CAD
1039,Copy (2) of Copy (2) of Copy of test.sldprt,FALSE,1039-2,\PROJECTS\,2,Under Detailing,Alligator CAD
1039,Copy (2) of Copy (2) of Copy of test.sldprt,TRUE,1039-3,\PROJECTS\,3,Under Detailing,Alligator CAD
1040,Copy of 200108.SLDASM,FALSE,1040-1,\PROJECTS\,1,Waiting for Detailing Approval,Alligator CAD
1040,Copy of 200108.SLDASM,FALSE,1040-2,\PROJECTS\,2,Waiting for Detailing Approval,Alligator CAD
1040,Copy of 200108.SLDASM,TRUE,1040-3,\PROJECTS\,3,Waiting for Detailing Approval,Alligator CAD
1041,Copy (2) of 200108.SLDASM,FALSE,1041-1,\PROJECTS\,1,Project Under Design,Alligator CAD
1041,Copy (2) of 200108.SLDASM,FALSE,1041-2,\PROJECTS\,2,Project Under Design,Alligator CAD
1041,Copy (2) of 200108.SLDASM,FALSE,1041-3,\PROJECTS\,3,Project Under Design,Alligator CAD
1041,Copy (2) of 200108.SLDASM,FALSE,1041-4,\PROJECTS\,4,Project Under Design,Alligator CAD
1041,Copy (2) of 200108.SLDASM,TRUE,1041-5,\PROJECTS\,5,Project Under Design,Alligator CAD
1042,200186.SLDASM,FALSE,1042-1,\PROJECTS\,1,Waiting for Detailing Approval,Alligator CAD
1042,200186.SLDASM,FALSE,1042-2,\PROJECTS\,2,Waiting for Detailing Approval,Alligator CAD
1042,200186.SLDASM,TRUE,1042-3,\PROJECTS\,3,Waiting for Detailing Approval,Alligator CAD
1043,Copy of 200106.SLDASM,TRUE,1043-1,\PROJECTS\,1,Project Under Design,Alligator CAD
1044,200187.SLDASM,FALSE,1044-1,\PROJECTS\,1,Waiting for Detailing Approval,Alligator CAD
1044,200187.SLDASM,FALSE,1044-2,\PROJECTS\,2,Waiting for Detailing Approval,Alligator CAD
1044,200187.SLDASM,TRUE,1044-3,\PROJECTS\,3,Waiting for Detailing Approval,Alligator CAD
2043,210873.sldprt,FALSE,2043-1,\PROJECTS\,1,Under Detailing,Alligator CAD
2043,210873.sldprt,FALSE,2043-2,\PROJECTS\,2,Under Detailing,Alligator CAD
2043,210873.sldprt,FALSE,2043-3,\PROJECTS\,3,Under Detailing,Alligator CAD
2043,210873.sldprt,FALSE,2043-4,\PROJECTS\,4,Under Detailing,Alligator CAD
2043,210873.sldprt,FALSE,2043-5,\PROJECTS\,5,Under Detailing,Alligator CAD
2043,210873.sldprt,FALSE,2043-6,\PROJECTS\,6,Under Detailing,Alligator CAD
2043,210873.sldprt,FALSE,2043-19,\PROJECTS\,19,Under Detailing,Alligator CAD
2043,210873.sldprt,FALSE,2043-20,\PROJECTS\,20,Under Detailing,Alligator CAD
2043,210873.sldprt,TRUE,2043-21,\PROJECTS\,21,Under Detailing,Alligator CAD
2043,210873.sldprt,FALSE,2043-13,\PROJECTS\,13,Under Detailing,Alligator CAD
2043,210873.sldprt,FALSE,2043-14,\PROJECTS\,14,Under Detailing,Alligator CAD
2043,210873.sldprt,FALSE,2043-15,\PROJECTS\,15,Under Detailing,Alligator CAD
2043,210873.sldprt,FALSE,2043-16,\PROJECTS\,16,Under Detailing,Alligator CAD
2043,210873.sldprt,FALSE,2043-17,\PROJECTS\,17,Under Detailing,Alligator CAD
2043,210873.sldprt,FALSE,2043-18,\PROJECTS\,18,Under Detailing,Alligator CAD
2043,210873.sldprt,FALSE,2043-7,\PROJECTS\,7,Under Detailing,Alligator CAD
2043,210873.sldprt,FALSE,2043-8,\PROJECTS\,8,Under Detailing,Alligator CAD
2043,210873.sldprt,FALSE,2043-9,\PROJECTS\,9,Under Detailing,Alligator CAD
2043,210873.sldprt,FALSE,2043-10,\PROJECTS\,10,Under Detailing,Alligator CAD
2043,210873.sldprt,FALSE,2043-11,\PROJECTS\,11,Under Detailing,Alligator CAD
2043,210873.sldprt,FALSE,2043-12,\PROJECTS\,12,Under Detailing,Alligator CAD
2060,210877.sldprt,FALSE,2060-1,\PROJECTS\1.ATest'\,1,MFG,Alligator CAD
2060,210877.sldprt,FALSE,2060-2,\PROJECTS\1.ATest'\,2,MFG,Alligator CAD
2060,210877.sldprt,TRUE,2060-3,\PROJECTS\1.ATest'\,3,MFG,Alligator CAD
2061,210878.sldprt,FALSE,2061-1,\PROJECTS\1.ATest'\,1,MFG,Alligator CAD
2061,210878.sldprt,FALSE,2061-2,\PROJECTS\1.ATest'\,2,MFG,Alligator CAD
2061,210878.sldprt,FALSE,2061-3,\PROJECTS\1.ATest'\,3,MFG,Alligator CAD
2061,210878.sldprt,FALSE,2061-4,\PROJECTS\1.ATest'\,4,MFG,Alligator CAD
2061,210878.sldprt,FALSE,2061-5,\PROJECTS\1.ATest'\,5,MFG,Alligator CAD
2061,210878.sldprt,TRUE,2061-6,\PROJECTS\1.ATest'\,6,MFG,Alligator CAD
2062,210876.sldprt,FALSE,2062-1,\PROJECTS\1.ATest'\,1,MFG,Alligator CAD
2062,210876.sldprt,FALSE,2062-2,\PROJECTS\1.ATest'\,2,MFG,Alligator CAD
2062,210876.sldprt,FALSE,2062-3,\PROJECTS\1.ATest'\,3,MFG,Alligator CAD
2062,210876.sldprt,TRUE,2062-4,\PROJECTS\1.ATest'\,4,MFG,Alligator CAD
2063,219052.SLDASM,FALSE,2063-1,\PROJECTS\1.ATest'\,1,Under Detailing,Alligator CAD
2063,219052.SLDASM,FALSE,2063-2,\PROJECTS\1.ATest'\,2,Under Detailing,Alligator CAD
2063,219052.SLDASM,FALSE,2063-3,\PROJECTS\1.ATest'\,3,Under Detailing,Alligator CAD
2063,219052.SLDASM,FALSE,2063-4,\PROJECTS\1.ATest'\,4,Under Detailing,Alligator CAD
2063,219052.SLDASM,FALSE,2063-5,\PROJECTS\1.ATest'\,5,Under Detailing,Alligator CAD
2063,219052.SLDASM,FALSE,2063-6,\PROJECTS\1.ATest'\,6,Under Detailing,Alligator CAD
2063,219052.SLDASM,FALSE,2063-13,\PROJECTS\1.ATest'\,13,Under Detailing,Alligator CAD
2063,219052.SLDASM,TRUE,2063-14,\PROJECTS\1.ATest'\,14,Under Detailing,Alligator CAD
2063,219052.SLDASM,FALSE,2063-7,\PROJECTS\1.ATest'\,7,Under Detailing,Alligator CAD
2063,219052.SLDASM,FALSE,2063-8,\PROJECTS\1.ATest'\,8,Under Detailing,Alligator CAD
2063,219052.SLDASM,FALSE,2063-9,\PROJECTS\1.ATest'\,9,Under Detailing,Alligator CAD
2063,219052.SLDASM,FALSE,2063-10,\PROJECTS\1.ATest'\,10,Under Detailing,Alligator CAD
2063,219052.SLDASM,FALSE,2063-11,\PROJECTS\1.ATest'\,11,Under Detailing,Alligator CAD
2063,219052.SLDASM,FALSE,2063-12,\PROJECTS\1.ATest'\,12,Under Detailing,Alligator CAD
2069,Temp566999.SLDPRT,FALSE,2069-1,\PROJECTS\,1,Waiting for Approval,Alligator CAD
2069,Temp566999.SLDPRT,TRUE,2069-2,\PROJECTS\,2,Waiting for Approval,Alligator CAD
2070,Copy of Temp566999.SLDPRT,TRUE,2070-1,\PROJECTS\,1,Project Under Design,
2071,Copy (2) of Temp566999.SLDPRT,TRUE,2071-1,\PROJECTS\,1,Project Under Design,Alligator CAD
2072,Copy (3) of Temp566999.SLDPRT,TRUE,2072-1,\PROJECTS\,1,Project Under Design,
2073,Copy of Temp566662.SLDPRT,TRUE,2073-1,\PROJECTS\,1,Project Under Design,
2074,Virtual document.sldprt.cvd,TRUE,2074-1,\PROJECTS\,1,Project Under Design,
2075,New Microsoft Excel Worksheet.xlsx,TRUE,2075-1,\PROJECTS\,1,Project Under Design,
2076,Copy (2) of Temp566662.SLDPRT,TRUE,2076-1,\PROJECTS\,1,Project Under Design,
2077,Copy (3) of Temp566662.SLDPRT,TRUE,2077-1,\PROJECTS\,1,Project Under Design,
2078,Copy of 200046.sldprt,TRUE,2078-1,\PROJECTS\,1,Project Under Design,
2079,Copy of Copy of 200046.sldprt,TRUE,2079-1,\PROJECTS\,1,Project Under Design,
