odooProductId,sourceDocumentId,defaultCode,name,productType,uom,productCategory,route,active,companyCode
ODOO-PROD-002131,2131,212943,212943,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002132,2132,212942,212942,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002136,2136,212945,212945,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002138,2138,212946,212946,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002140,2140,212947,212947,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002142,2142,212948,212948,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002144,2144,212951,212951,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002146,2146,21545459044,21545459044,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002147,2147,PNEUMATIC 200080,PNEUMATIC 200080,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002148,2148,COPY OF 200080,COPY OF 200080,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002149,2149,COPY OF 212919,COPY OF 212919,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002150,2150,MULTIPLETESTFILE,MULTIPLETESTFILE,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002153,2153,COPY OF MULTIPLETESTFILE,COPY OF MULTIPLETESTFILE,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002154,2154,COPY (2) OF MULTIPLETESTFILE,COPY (2) OF MULTIPLETESTFILE,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002155,2155,219055,219055,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002156,2156,COPY (4) OF MULTIPLETESTFILE,COPY (4) OF MULTIPLETESTFILE,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002165,2165,219056,219056,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002166,2166,219069,219069,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002167,2167,219064,219064,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002168,2168,COPY (3) OF MULTIPLETESTFILE,COPY (3) OF MULTIPLETESTFILE,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002173,2173,219059,219059,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002175,2175,COPY OF 200081,COPY OF 200081,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002176,2176,COPY OF COPY OF 200081,COPY OF COPY OF 200081,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002181,2181,219066,219066,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002184,2184,219065,219065,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002187,2187,219068,219068,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002188,2188,219067,219067,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002193,2193,COPY OF 219067,COPY OF 219067,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002196,2196,COPY OF 219068,COPY OF 219068,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002197,2197,209876543,209876543,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002199,2199,COPY OF PART1,COPY OF PART1,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-002200,2200,COPY OF 210876,COPY OF 210876,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
ODOO-PROD-003197,3197,223735,223735,product,Units,Manufactured / Components,Manufacture,TRUE,MAIN
